id,report_type,report_id,user_id,action,note,ip_address,user_agent,created_at
"510003","temp","330002","30001","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","2026-07-24 04:21:37"
"510004","temp","330002","30001","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","2026-07-24 04:21:54"
"510005","temp","330002","30001","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","2026-07-24 04:22:03"
"510006","temp","330002","30001","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","2026-07-24 04:28:19"
"510007","temp","330002","30001","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","2026-07-24 04:38:33"
"510008","temp","330002","30001","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","2026-07-24 04:42:43"
"510009","temp","330003","120189","CREATE","Công nhân tạo báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","2026-07-24 06:27:12"
"510010","temp","330004","30067","CREATE","Công nhân tạo báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","2026-07-24 06:32:19"
"510011","temp","330005","30074","CREATE","Công nhân tạo báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","2026-07-24 06:36:36"
"510012","temp","330005","2","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) ktc-production-control-desktop/1.1.1 Chrome/138.0.7204.251 Electron/37.10.3 Safari/537.36","2026-07-24 06:39:35"
"510013","temp","330005","2","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) ktc-production-control-desktop/1.1.1 Chrome/138.0.7204.251 Electron/37.10.3 Safari/537.36","2026-07-24 06:39:39"
"510014","temp","330005","2","UPDATE","Đã sửa 7 trường và chi tiết","","","2026-07-24 06:41:17"
"510015","temp","330005","2","VIEW","Xem chi tiết báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) ktc-production-control-desktop/1.1.1 Chrome/138.0.7204.251 Electron/37.10.3 Safari/537.36","2026-07-24 06:41:19"
"510016","temp","330006","30042","CREATE","Công nhân tạo báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","2026-07-24 07:01:08"
"510017","temp","330007","120183","CREATE","Công nhân tạo báo cáo","113.160.133.126","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36","2026-07-24 07:07:59"
"510018","temp","330004","2","APPROVE","Đã chuyển thành báo cáo chính thức #420002","","","2026-07-24 07:08:29"
"510019","approved","420002","2","CREATE","Tạo từ báo cáo tạm #330004","","","2026-07-24 07:08:29"
"510020","temp","330007","2","APPROVE","Đã chuyển thành báo cáo chính thức #420003","","","2026-07-24 07:08:31"
"510021","approved","420003","2","CREATE","Tạo từ báo cáo tạm #330007","","","2026-07-24 07:08:31"
"510022","temp","330006","2","APPROVE","Đã chuyển thành báo cáo chính thức #420004","","","2026-07-24 07:08:32"
"510023","approved","420004","2","CREATE","Tạo từ báo cáo tạm #330006","","","2026-07-24 07:08:33"
"510024","temp","330003","2","APPROVE","Đã chuyển thành báo cáo chính thức #420005","","","2026-07-24 07:08:34"
"510025","approved","420005","2","CREATE","Tạo từ báo cáo tạm #330003","","","2026-07-24 07:08:34"
"510026","temp","330005","2","APPROVE","Đã chuyển thành báo cáo chính thức #420006","","","2026-07-24 07:08:36"
"510027","approved","420006","2","CREATE","Tạo từ báo cáo tạm #330005","","","2026-07-24 07:08:36"
